"","abundance_estimates","LCI_delta","UCI_delta","CI_width_delta","coverage_prob_delta","sumcount","sim_id","MaxN_max","MaxN_mean","MeanCount","imp_sd","speed","overall_population_mean","N_vids","R_max","theta_diff","gamma_diff","vid_length","skipper","N_stops","z_max","area","N_sims","schooling"
"1",1039.6479932112,517.330425122874,2089.3183491602,1571.98792403733,TRUE,28,1,2,1,0.07,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"2",599.734820537711,265.076943603156,1356.89603960379,1091.81909600064,TRUE,20,2,1,0.7,0.05,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"3",1603.94216654373,698.149207860033,3684.92930258077,2986.78009472074,TRUE,45,3,2,1.1,0.1125,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"4",1323.6882791332,671.248081132855,2610.28777521051,1939.03969407765,TRUE,32,4,3,1.2,0.08,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"5",787.622703810446,369.719848848399,1677.89077456874,1308.17092572034,TRUE,26,5,1,0.9,0.065,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"6",983.855561838538,441.420848247805,2192.85466557127,1751.43381732346,TRUE,35,6,2,1,0.0875,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"7",896.186325184938,483.798871295547,1660.09053989266,1176.29166859711,TRUE,29,7,2,1.1,0.0725,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"8",1153.86258790336,522.77824058223,2546.77560848788,2023.99736790565,TRUE,30,8,1,0.9,0.075,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"9",1619.34722386155,906.658891518665,2892.25138137204,1985.59248985338,TRUE,31,9,1,1,0.0775,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"10",732.664155311052,327.972886797451,1636.71079557613,1308.73790877868,TRUE,28,10,2,1.1,0.07,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"11",364.812352856498,144.246092268571,922.64581108304,778.399718814469,FALSE,19,11,1,0.8,0.0475,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"12",1285.36012681951,646.299670700601,2556.32291105224,1910.02324035164,TRUE,28,12,1,0.9,0.07,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"13",1200.99894154295,695.295167713911,2074.51241510825,1379.21724739434,TRUE,27,13,2,1.1,0.0675,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"14",975.478426212983,405.038950076612,2349.30038167187,1944.26143159526,TRUE,27,14,2,1,0.0675,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"15",962.389967238877,580.330547858757,1595.97741745531,1015.64686959656,TRUE,30,15,1,1,0.075,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"16",1510.05977599857,674.281072531618,3381.79524827449,2707.51417574288,TRUE,26,16,2,1,0.065,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"17",1935.5529993816,950.870147283264,3939.93377972676,2989.0636324435,TRUE,31,17,1,1,0.0775,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"18",594.398870535622,249.976808577046,1413.37118153154,1163.3943729545,TRUE,14,18,2,0.8,0.035,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"19",1058.33912569108,603.140211864338,1857.08344914746,1253.94323728313,TRUE,25,19,1,0.9,0.0625,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"20",749.922814453755,365.332940706441,1539.37454025023,1174.04159954379,TRUE,27,20,2,1,0.0675,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"21",1365.50910583246,686.690533137664,2715.36453195513,2028.67399881746,TRUE,32,21,2,1,0.08,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"22",835.532066748262,377.941196247917,1847.14934888093,1469.20815263302,TRUE,22,22,2,1,0.055,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"23",921.990972373694,480.878364302733,1767.73882179369,1286.86045749096,TRUE,30,23,1,1,0.075,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"24",890.00140602298,450.353268552998,1758.84701640545,1308.49374785245,TRUE,31,24,2,1.1,0.0775,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"25",1340.51705759563,544.339288623363,3301.22410647489,2756.88481785153,TRUE,28,25,2,1.1,0.07,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"26",1690.80150800882,717.126158499438,3986.48090799932,3269.35474949988,TRUE,22,26,1,0.8,0.055,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"27",1062.6232419875,508.140035129914,2222.15939770093,1714.01936257102,TRUE,30,27,1,0.8,0.075,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"28",1092.18587303359,565.112261462799,2110.85489132088,1545.74262985808,TRUE,22,28,2,1.1,0.055,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"29",320.591321296831,149.77292281362,686.230817694248,536.457894880628,FALSE,17,29,1,0.9,0.0425,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"30",874.445138670458,321.914238922235,2375.33544059577,2053.42120167353,TRUE,21,30,1,0.8,0.0525,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"31",1187.20315382411,545.825911347737,2582.23601911779,2036.41010777006,TRUE,26,31,1,0.8,0.065,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"32",734.041119665954,381.196766696827,1413.48618989987,1032.28942320304,TRUE,24,32,2,1,0.06,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"33",1330.44494411414,668.630107122335,2647.32881523538,1978.69870811305,TRUE,28,33,1,1,0.07,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"34",1168.79697812857,749.739762630624,1822.08073277221,1072.34097014159,TRUE,40,34,2,1.2,0.1,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"35",577.337581515179,275.927164243056,1207.99517490125,932.068010658191,TRUE,24,35,1,0.8,0.06,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"36",513.948436593114,186.979307579883,1412.68570782174,1225.70640024185,TRUE,25,36,1,1,0.0625,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"37",1525.59309505751,748.206617296336,3110.68391789608,2362.47730059974,TRUE,39,37,1,0.9,0.0975,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"38",1272.73048779743,626.396928266216,2585.96877071637,1959.57184245015,TRUE,26,38,1,0.9,0.065,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"39",612.111841165041,293.493042120617,1276.62619661175,983.133154491137,TRUE,19,39,1,0.9,0.0475,2.859773,10,1000,10,14,51.99647,26.56505118,1200,30,40,1,100000,1000,1
