"","abundance_estimates","LCI_delta","UCI_delta","CI_width_delta","coverage_prob_delta","sumcount","sim_id","MaxN_max","MaxN_mean","MeanCount","imp_sd","speed","overall_population_mean","N_vids","R_max","theta_diff","gamma_diff","vid_length","skipper","N_stops","z_max","area","N_sims","schooling"
"1",969.130374154662,544.898371144464,1723.64927451793,1178.75090337346,TRUE,79,1,3,1.4,0.1975,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"2",1121.05319910251,647.869877074391,1939.8344014591,1291.9645243847,TRUE,87,2,2,1.6,0.2175,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"3",1272.79937637234,800.781316221825,2023.04701630308,1222.26570008125,TRUE,97,3,2,1.6,0.2425,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"4",1325.16263348571,849.225600546526,2067.83215679868,1218.60655625216,TRUE,98,4,3,1.8,0.245,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"5",931.061543223803,665.943220587488,1301.72598874952,635.782768162033,TRUE,76,5,3,1.6,0.19,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"6",983.317714787418,655.147191088371,1475.87250829612,820.725317207747,TRUE,79,6,2,1.5,0.1975,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"7",901.984040010802,568.848542344664,1430.21410423386,861.365561889194,TRUE,77,7,2,1.3,0.1925,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"8",1025.08746774215,706.996312540619,1486.29391396104,779.297601420424,TRUE,96,8,2,1.4,0.24,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"9",943.016802157447,658.725902870486,1350.00109343825,691.275190567768,TRUE,70,9,3,1.6,0.175,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"10",1121.73853920714,782.014957845377,1609.04511827938,827.030160434003,TRUE,94,10,3,1.9,0.235,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"11",1110.90616153501,752.44645855073,1640.13330877184,887.686850221107,TRUE,88,11,3,2,0.22,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"12",773.72792154638,548.339861788928,1091.75884938841,543.418987599483,TRUE,76,12,2,1.3,0.19,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"13",892.012477496775,594.383326119071,1338.67527073015,744.291944611078,TRUE,76,13,2,1.5,0.19,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"14",1339.32137726084,918.484464639785,1952.97995844859,1034.49549380881,TRUE,103,14,3,1.8,0.2575,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"15",738.362806645671,468.033152801997,1164.83123251808,696.798079716081,TRUE,69,15,2,1.3,0.1725,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"16",967.894308101599,638.058549099621,1468.2342129534,830.175663853782,TRUE,89,16,3,1.6,0.2225,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"17",803.105295721018,552.491508449346,1167.3991475912,614.907639141855,TRUE,79,17,2,1.4,0.1975,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"18",962.943361930438,592.581987452162,1564.77911566752,972.197128215356,TRUE,87,18,3,1.5,0.2175,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"19",915.325107768432,675.662582794639,1239.99770631954,564.335123524905,TRUE,90,19,2,1.4,0.225,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"20",1496.16994864806,1053.51749022933,2124.81001596876,1071.29252573942,FALSE,104,20,3,1.7,0.26,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"21",1306.13976456737,961.53202049856,1774.2530131233,812.720992624742,TRUE,109,21,2,1.7,0.2725,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"22",823.598522181025,539.43405612587,1257.4558799834,718.021823857526,TRUE,82,22,3,1.8,0.205,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"23",839.723011324718,491.850828324893,1433.63535271404,941.784524389148,TRUE,75,23,2,1.6,0.1875,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"24",1000.46323728681,656.043590262539,1525.70149913642,869.657908873884,TRUE,66,24,2,1.5,0.165,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"25",1211.96936239889,834.342724915913,1760.51122821453,926.168503298621,TRUE,103,25,2,1.7,0.2575,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"26",1151.6075077885,748.319977793756,1772.23633118125,1023.91635338749,TRUE,81,26,2,1.5,0.2025,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"27",801.588186334942,550.273859906486,1167.67970875618,617.405848849691,TRUE,79,27,2,1.4,0.1975,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"28",1116.45262114362,781.090929490514,1595.80198437525,814.711054884733,TRUE,98,28,2,1.5,0.245,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"29",892.293333779198,665.661811428106,1196.08392705999,530.422115631882,TRUE,87,29,3,1.6,0.2175,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"30",1021.88322925371,646.540824962083,1615.12667709921,968.585852137125,TRUE,80,30,2,1.5,0.2,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"31",1123.14581088726,825.612304169309,1527.90420654258,702.291902373272,TRUE,85,31,2,1.5,0.2125,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"32",1098.65793926902,751.758314986767,1605.63474118686,853.876426200089,TRUE,92,32,3,1.6,0.23,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"33",1116.61873625818,739.576986953049,1685.87912301003,946.302136056985,TRUE,97,33,2,1.5,0.2425,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"34",943.03066453957,569.47383177306,1561.62897159485,992.155139821793,TRUE,69,34,2,1.4,0.1725,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"35",875.511854827044,553.787967411212,1384.14168066154,830.353713250327,TRUE,85,35,3,1.6,0.2125,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"36",1111.84211087524,720.734588437945,1715.18461767558,994.450029237639,TRUE,104,36,3,1.8,0.26,4.902468,10,1000,10,22,51.99647,26.56505118,1200,30,40,1,100000,1000,1
