"","abundance_estimates","LCI_delta","UCI_delta","CI_width_delta","coverage_prob_delta","sumcount","sim_id","MaxN_max","MaxN_mean","MeanCount","imp_sd","speed","overall_population_mean","N_vids","R_max","theta_diff","gamma_diff","vid_length","skipper","N_stops","z_max","area","N_sims","schooling"
"1",1660.6196491236,418.90966605623,6582.94100734652,6164.03134129029,TRUE,15,1,1,0.8,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"2",542.308787599021,103.893335354848,2830.776585453,2726.88325009815,TRUE,8,2,1,0.5,0.02,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"3",2662.81555859905,713.832391994693,9933.12544882368,9219.29305682899,TRUE,16,3,1,0.8,0.04,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"4",690.714677978418,261.507340602728,1824.37236857378,1562.86502797105,TRUE,15,4,1,0.9,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"5",10116.5532240217,130.3362108926,785235.725617336,785105.389406443,TRUE,8,5,1,0.6,0.02,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"6",567.393690083448,213.105581502037,1510.68591107472,1297.58032957268,TRUE,14,6,1,0.8,0.035,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"7",525.675542952361,92.2125262666216,2996.71625587255,2904.50372960593,TRUE,11,7,2,0.7,0.0275,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"8",566.435714478688,7.20870547031868,44508.604208905,44501.3955034346,TRUE,8,8,1,0.6,0.02,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"9",927.597205962878,341.378924298475,2520.47362993575,2179.09470563727,TRUE,17,9,1,1,0.0425,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"10",144.692593091185,1.87477724089919,11167.1648442937,11165.2900670528,TRUE,8,10,1,0.5,0.02,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"11",513.018161855093,154.642172223599,1701.91371867586,1547.27154645226,TRUE,11,11,1,0.5,0.0275,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"12",1126.86415827713,357.50137180187,3551.93834588522,3194.43697408335,TRUE,20,12,2,0.9,0.05,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"13",6553.48414465351,320.048801437336,134192.517645263,133872.468843825,TRUE,15,13,1,0.7,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"14",1205.15937105305,353.611929444087,4107.35325564469,3753.7413262006,TRUE,20,14,1,0.7,0.05,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"15",3971.48753863326,888.679381817914,17748.485665611,16859.806283793,TRUE,14,15,1,0.8,0.035,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"16",593.66973617503,173.467909381844,2031.75190677094,1858.28399738909,TRUE,13,16,1,0.9,0.0325,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"17",929.016681814022,274.812623621573,3140.58351364971,2865.77089002814,TRUE,12,17,2,0.6,0.03,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"18",634.222959641451,147.20973461777,2732.41958883205,2585.20985421428,TRUE,15,18,1,0.7,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"19",465.410802799887,123.42331264511,1754.99434199814,1631.57102935303,TRUE,10,19,1,0.7,0.025,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"20",1108.99652774264,332.335002864713,3700.70347072614,3368.36846786142,TRUE,15,20,1,0.7,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"21",638.013103535378,54.718742146827,7439.14615563672,7384.42741348989,TRUE,11,21,1,0.5,0.0275,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"22",982.159763211027,364.944246863352,2643.24704050462,2278.30279364127,TRUE,17,22,2,0.9,0.0425,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"23",1296.48942706148,452.243702265837,3716.76780917151,3264.52410690567,TRUE,13,23,2,0.7,0.0325,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"24",2224.39287645744,671.847637831794,7364.65143317715,6692.80379534535,TRUE,7,24,2,0.5,0.0175,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"25",2045.43884610622,181.545632214051,23045.5562171137,22864.0105848996,TRUE,11,25,1,0.6,0.0275,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"26",721.149776242054,294.015038104222,1768.81088507322,1474.795846969,TRUE,12,26,1,0.7,0.03,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"27",609.490126658614,166.858098235321,2226.31216838175,2059.45407014643,TRUE,14,27,2,0.7,0.035,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"28",2693.390251549,472.524910292594,15352.3145322586,14879.789621966,TRUE,10,28,2,0.7,0.025,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"29",2412.30182050471,428.633656119817,13576.1622778023,13147.5286216825,TRUE,9,29,1,0.6,0.0225,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"30",587.920220227325,184.945250173158,1868.93248152373,1683.98723135057,TRUE,14,30,1,0.8,0.035,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"31",704.752075246181,229.848770241398,2160.87946453734,1931.03069429594,TRUE,11,31,1,0.6,0.0275,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"32",955.536160741085,328.457670317437,2779.80828884707,2451.35061852964,TRUE,10,32,1,0.7,0.025,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"33",654.078290784723,201.359686918393,2124.64777346049,1923.28808654209,TRUE,15,33,1,0.7,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"34",698.645332359545,60.6360676179969,8049.75189853683,7989.11583091883,TRUE,5,34,1,0.3,0.0125,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"35",4052.4081896192,659.100545558831,24915.7920531974,24256.6915076386,TRUE,15,35,1,0.8,0.0375,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"36",931.935777560824,153.926537155802,5642.3298382839,5488.4033011281,TRUE,10,36,1,0.6,0.025,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"37",1520.56823011632,414.476506131032,5578.4289537225,5163.95244759147,TRUE,19,37,1,1,0.0475,2.042695,10,1000,10,10,51.99647,26.56505118,1200,30,40,1,100000,1000,1
