"","abundance_estimates","LCI_delta","UCI_delta","CI_width_delta","coverage_prob_delta","sumcount","sim_id","MaxN_max","MaxN_mean","MeanCount","imp_sd","speed","overall_population_mean","N_vids","R_max","theta_diff","gamma_diff","vid_length","skipper","N_stops","z_max","area","N_sims","schooling"
"1",1092.86052257466,788.669807427216,1514.37789370728,725.708086280063,TRUE,178,1,3,2,0.445,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"2",1158.14930891484,819.015332579007,1637.71027035143,818.694937772419,TRUE,204,2,5,2.7,0.51,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"3",1241.0153334973,855.158884430416,1800.97416517074,945.815280740329,TRUE,191,3,4,2.4,0.4775,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"4",1363.267360193,1058.58978618724,1755.63558199574,697.045795808504,FALSE,208,4,4,2.5,0.52,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"5",1184.54741237509,883.10239755015,1588.89000421362,705.787606663469,TRUE,192,5,4,2.5,0.48,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"6",1158.90743148777,746.959012973114,1798.04569117089,1051.08667819778,TRUE,189,6,3,2.5,0.4725,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"7",776.739417965273,549.268098239683,1098.41464551571,549.146547276028,TRUE,133,7,3,2,0.3325,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"8",1150.2689651504,812.703187959054,1628.04663718735,815.343449228292,TRUE,201,8,4,2.2,0.5025,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"9",846.535047081858,654.295638828317,1095.25655286527,440.960914036956,TRUE,159,9,3,2.3,0.3975,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"10",1132.36378428597,872.013402304389,1470.44499152647,598.431589222077,TRUE,189,10,4,2.6,0.4725,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"11",1066.44330529183,758.642355670127,1499.12711161132,740.48475594119,TRUE,190,11,4,2.3,0.475,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"12",1147.68123429833,855.962875780693,1538.81932596573,682.856450185034,TRUE,186,12,3,2.3,0.465,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"13",1067.01535885598,850.29164059965,1338.97797140714,488.686330807485,TRUE,196,13,4,2.7,0.49,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"14",1091.89477691727,765.97725090843,1556.48774483219,790.510493923761,TRUE,174,14,3,2.1,0.435,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"15",1345.17398661948,950.87773333894,1902.97131885068,952.09358551174,TRUE,222,15,3,2.4,0.555,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"16",976.889088959037,732.933536803033,1302.04478879464,569.111251991611,TRUE,172,16,4,2.2,0.43,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"17",1180.79189889123,864.708926734343,1612.41484316895,747.70591643461,TRUE,214,17,3,2.2,0.535,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"18",1086.34952080459,760.734040509361,1551.33754835285,790.603507843492,TRUE,164,18,4,2.4,0.41,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
"19",1085.50621158118,850.057373238729,1386.16965451625,536.11228127752,TRUE,182,19,3,2.2,0.455,6.945163,10,1000,10,27,51.99647,26.56505118,1200,30,40,1,100000,1000,1
