"","Sample.Label","step_id","distance","distance_abs","Effort","in_vid","in_angle","Region.Label","Area","N_pop"
"236",4,7,4.66865671896387,4.69308011650944,40,TRUE,TRUE,"Sims",10000,1952
"237",4,7,4.44611564482534,4.49043238748391,40,TRUE,TRUE,"Sims",10000,1952
"238",4,7,4.42329301723863,4.47845958620798,40,TRUE,TRUE,"Sims",10000,1952
"239",4,7,3.97898664571063,3.98072508532083,40,TRUE,TRUE,"Sims",10000,1952
"240",4,7,1.77912059589674,1.97827461111601,40,TRUE,TRUE,"Sims",10000,1952
"241",4,8,3.01535314712184,3.07345145366642,40,TRUE,TRUE,"Sims",10000,1952
"242",4,9,4.94851326538725,5.01235974262474,40,TRUE,TRUE,"Sims",10000,1952
"243",4,9,2.60499137068076,2.66639352091517,40,TRUE,TRUE,"Sims",10000,1952
"244",4,9,4.03075880959558,4.07311763466313,40,TRUE,TRUE,"Sims",10000,1952
"245",4,10,2.02603795912317,2.03677089946351,40,TRUE,TRUE,"Sims",10000,1952
"246",4,10,0.591322505748353,0.615136450332353,40,TRUE,TRUE,"Sims",10000,1952
"247",4,10,3.11379468506019,3.25530007717737,40,TRUE,TRUE,"Sims",10000,1952
"248",4,11,2.69267072038892,2.69293108281151,40,TRUE,TRUE,"Sims",10000,1952
"249",4,12,3.54877673613924,3.61602254083477,40,TRUE,TRUE,"Sims",10000,1952
"250",4,12,1.99632652500935,2.09271063717057,40,TRUE,TRUE,"Sims",10000,1952
"251",4,15,2.49274339002622,2.54676507194409,40,TRUE,TRUE,"Sims",10000,1952
"252",4,16,1.22194303614429,1.36609873284942,40,TRUE,TRUE,"Sims",10000,1952
"253",4,16,3.77901452745187,3.81021772249413,40,TRUE,TRUE,"Sims",10000,1952
"254",4,16,3.60779604485105,3.72658868756377,40,TRUE,TRUE,"Sims",10000,1952
"255",4,18,1.73913542324115,1.80735178159996,40,TRUE,TRUE,"Sims",10000,1952
"256",4,18,4.44788557794209,4.48802976584654,40,TRUE,TRUE,"Sims",10000,1952
"257",4,19,3.81380291983482,3.83461951782134,40,TRUE,TRUE,"Sims",10000,1952
"258",4,19,1.7485452273408,1.92896441484051,40,TRUE,TRUE,"Sims",10000,1952
"259",4,20,3.53610120788384,3.5977543611265,40,TRUE,TRUE,"Sims",10000,1952
"260",4,21,3.72833437461342,3.78685910743076,40,TRUE,TRUE,"Sims",10000,1952
"261",4,21,3.15912631897173,3.16594398306826,40,TRUE,TRUE,"Sims",10000,1952
"262",4,21,1.36679891716986,1.49813935315657,40,TRUE,TRUE,"Sims",10000,1952
"263",4,23,3.48861723300578,3.49119310238188,40,TRUE,TRUE,"Sims",10000,1952
"264",4,23,3.47173405669671,3.56328249599023,40,TRUE,TRUE,"Sims",10000,1952
"265",4,24,1.88655777282544,2.00166096521981,40,TRUE,TRUE,"Sims",10000,1952
"266",4,24,2.81617859387064,2.98270740279447,40,TRUE,TRUE,"Sims",10000,1952
"267",4,24,2.07239579339264,2.26233422196602,40,TRUE,TRUE,"Sims",10000,1952
"268",4,24,3.63640021325672,3.63645676326222,40,TRUE,TRUE,"Sims",10000,1952
"269",4,25,3.39565117650273,3.43895281506249,40,TRUE,TRUE,"Sims",10000,1952
"270",4,25,4.744487174206,4.79518553542626,40,TRUE,TRUE,"Sims",10000,1952
"271",4,25,3.07243465926783,3.21279713482842,40,TRUE,TRUE,"Sims",10000,1952
"272",4,26,4.57163167618881,4.636088050013,40,TRUE,TRUE,"Sims",10000,1952
"273",4,26,3.93839505379915,3.95228301633902,40,TRUE,TRUE,"Sims",10000,1952
"274",4,27,2.85678571605377,2.9716675861512,40,TRUE,TRUE,"Sims",10000,1952
"275",4,27,4.32994158094521,4.38131720877124,40,TRUE,TRUE,"Sims",10000,1952
"276",4,27,1.74155229125886,1.76971180119736,40,TRUE,TRUE,"Sims",10000,1952
"277",4,28,4.98230442012494,5.01139683168094,40,TRUE,TRUE,"Sims",10000,1952
"278",4,28,2.63193450959871,2.65593544385406,40,TRUE,TRUE,"Sims",10000,1952
"279",4,28,2.26547088351048,2.26572183578954,40,TRUE,TRUE,"Sims",10000,1952
"280",4,30,4.14239640745926,4.15431383896783,40,TRUE,TRUE,"Sims",10000,1952
"281",4,30,2.03946468414743,2.23873893096415,40,TRUE,TRUE,"Sims",10000,1952
"282",4,30,1.90587040527012,2.07610793645833,40,TRUE,TRUE,"Sims",10000,1952
"283",4,30,2.19519906417449,2.19674672351703,40,TRUE,TRUE,"Sims",10000,1952
"284",4,31,2.47768859679081,2.60872140293584,40,TRUE,TRUE,"Sims",10000,1952
"285",4,31,4.221691840994,4.25795273589105,40,TRUE,TRUE,"Sims",10000,1952
"286",4,31,4.93251467843768,4.9618990238404,40,TRUE,TRUE,"Sims",10000,1952
"287",4,32,4.72934425775628,4.73809774250743,40,TRUE,TRUE,"Sims",10000,1952
